"x","y","target"
0.612486401572824,0.933390330057591,1
-0.0155111439526081,-0.468826144933701,0
-0.672323927748948,0.879988060332835,1
-0.0129137285985053,0.685602840967476,0
-0.789655436761677,-0.225109396036714,1
-0.700308622792363,0.211039814632386,0
0.911152361892164,-0.181999224238098,1
-0.0168081503361464,0.910408600233495,1
0.822205745149404,0.166502449661493,1
-0.545410546474159,-0.340770006645471,0
-0.386245877947658,0.712586049921811,1
0.396115426905453,0.0496099381707609,0
-0.570437943562865,0.547050157096237,0
0.778778351843357,-0.559636882506311,1
0.597975667566061,0.759116825181991,1
0.6551050869748,0.328903933055699,0
-0.870709164533764,-0.163751076906919,1
-0.908502986188978,0.853615729138255,1
-0.152357908431441,0.264914480037987,0
-0.478327132761478,0.0850244075991213,0
0.481850996613503,-0.471441948320717,0
-0.0420986190438271,-0.472610931377858,0
0.597494506742805,-0.856821612454951,1
0.124979381915182,0.86381281260401,1
-0.53720244532451,-0.592358884867281,1
0.616390652954578,0.335610131267458,0
0.121845035348088,0.723847673740238,0
0.820458642207086,-0.415826850105077,1
-0.750050171278417,0.762341757304966,1
-0.792012433055788,0.931904224213213,1
0.188721495680511,-0.566993429325521,0
-0.154767938423902,-0.896561476401985,1
-0.331840796396136,0.811708972789347,1
-0.312030222266912,0.0764947682619095,0
-0.516220269724727,-0.899786527268589,1
-0.434487702790648,-0.237658080644906,0
-0.569013557396829,-0.953075773082674,1
0.915714123751968,0.097102559171617,1
0.933435401879251,0.558963094372302,1
0.884286138229072,-0.608488692902029,1
-0.253578361589462,-0.588178172241896,0
-0.834908786695451,0.579247110988945,1
-0.303646815940738,-0.687407909426838,0
0.045332704205066,0.809659332036972,1
0.162220949772745,-0.292244726791978,0
0.846310751978308,0.0633986447937787,1
0.0863923053257167,-0.750667609274387,0
-0.945948380045593,0.448191753122956,1
-0.816468403674662,-0.435288120992482,1
0.911239676177502,-0.00731007009744644,1
-0.270207200199366,0.499459035694599,0
0.110521149821579,-0.00742867169901729,0
-0.644319947808981,0.875040980987251,1
-0.266189786139876,-0.882930874358863,1
0.284841094631702,-0.954339335672557,1
0.203296105843037,-0.102634878829122,0
0.553218169137836,0.138234863523394,0
-0.644024190958589,0.34662148822099,0
-0.600260267499834,0.0414221710525453,0
0.848097453359514,0.991840257309377,1
0.805420148652047,0.202532353810966,1
0.476528778672218,-0.123033539392054,0
0.330170975998044,0.0672527067363262,0
0.263011266477406,-0.70118699921295,0
0.662724310066551,0.901032477617264,1
-0.588470332790166,-0.0545201692730188,0
0.361294602975249,-0.229701568372548,0
0.988883352372795,0.648012006189674,1
-0.848581294994801,-0.146445039194077,1
-0.359473319724202,-0.00758689455688,0
0.765209655277431,-0.528522111009806,1
-0.295690711122006,0.59748661890626,0
0.616680549923331,0.872345397248864,1
-0.0725440611131489,0.88707774085924,1
0.933780180290341,-0.654862518422306,1
-0.607540457509458,-0.868601770140231,1
0.724008600693196,0.722755426540971,1
-0.854583836626261,-0.843753556720912,1
-0.057176582980901,0.760755909141153,0
-0.194273915607482,0.554308238904923,0
-0.582453399896622,-0.756015636492521,1
-0.211737736593932,0.466701292898506,0
-0.0593736697919667,0.203771333675832,0
0.189016014803201,0.311595426406711,0
-0.0078468369320035,-0.0329458308406174,0
0.882913752924651,-0.0707221403717995,1
0.628253502771258,-0.54303246550262,1
0.468256967607886,-0.871753534767777,1
0.816893611568958,0.453104347921908,1
0.527536178473383,0.775818461552262,1
0.428647687193006,-0.844290826003999,1
-0.0119940838776529,0.963418663945049,1
0.148155489936471,-0.613251444883645,0
-0.545202805195004,0.0639695073477924,0
-0.123538673855364,0.675580303650349,0
0.405822995584458,0.453716235235333,0
0.242576383519918,0.471586744301021,0
-0.0462246262468398,-0.795457776635885,0
-0.881567148026079,-0.399482331238687,1
-0.0768115562386811,0.105295273475349,0
-0.745024050120264,0.323920144699514,1
-0.457675263751298,0.590114548336715,0
0.742626787163317,0.538078370969743,1
0.5182990510948,0.310933902859688,0
0.586022892035544,0.380135810002685,0
-0.538330093026161,0.414774482138455,0
-0.78697570739314,0.913401091936976,1
0.314765064511448,0.229086811188608,0
0.555340534541756,-0.118270527105778,0
-0.478061538655311,0.784423698205501,1
0.733961708843708,0.847117017488927,1
0.842154982499778,-0.0119024440646172,1
-0.90467423107475,-0.572250583674759,1
0.297548959497362,0.456501770298928,0
0.136380147188902,-0.552031869534403,0
0.158238505013287,0.274256188422441,0
0.939167215954512,0.241833149921149,1
-0.0293427100405097,-0.946569788269699,1
-0.160285649821162,0.0762587524950504,0
0.972495432011783,0.233151228167117,1
0.569187513552606,0.50856797862798,0
0.760738743469119,-0.812660393305123,1
-0.470062801614404,-0.954365082550794,1
0.974775028880686,-0.553197301924229,1
-0.514027238823473,0.846028266474605,1
-0.589421789627522,0.47722402215004,0
-0.675204371567816,-0.518123636953533,1
0.113321423064917,0.856075443793088,1
-0.0572871216572821,-0.476211526896805,0
-0.622609651181847,0.125519180204719,0
-0.369986723642796,-0.137625912670046,0
0.466866862494498,0.73434172058478,1
0.934604265727103,0.0483936564996839,1
-0.300864167511463,0.767119574826211,1
0.889826607890427,0.990643100813031,1
0.0303402524441481,0.47860441589728,0
0.0482056234031916,-0.0725415945053101,0
0.469684267882258,0.996522835455835,1
-0.00548477098345757,0.803821795620024,1
0.564226881600916,0.268500688485801,0
-0.188854325562716,-0.549840936437249,0
0.57363904453814,0.693066091742367,1
0.854817151557654,0.939681655727327,1
0.748607933055609,-0.513551638461649,1
0.322591342497617,-0.727232482284307,0
-0.179311019834131,-0.0086136981844902,0
0.0961580974981189,-0.0539226294495165,0
-0.337284462526441,0.782619134988636,1
0.852857172489166,0.942101704888046,1
-0.68724293122068,-0.825709013734013,1
