"x","y","target"
0.535356198903173,-0.690029174555093,0
0.999786040280014,0.774044210556895,1
0.131848300807178,-0.985529789235443,0
-0.18550685280934,0.76877531921491,0
-0.144937526900321,-0.0547532718628645,1
-0.176822745241225,0.170193616766483,0
-0.843237072695047,-0.644088086206466,1
-0.180735387839377,-0.703689359594136,1
0.0103263268247247,0.851184628438205,1
-0.605503106489778,-0.563544874079525,1
0.0704435505904257,-0.422134159132838,0
0.326092659961432,-0.674576599616557,0
-0.0776727278716862,0.548028186894953,0
-0.244547155220062,-0.749777106568217,1
0.998106963001192,0.429519268218428,1
0.77596872812137,-0.817200123798102,0
0.0790920476429164,0.119121805764735,1
0.0979402810335159,0.517580232582986,1
0.992701966781169,0.0555879827588797,1
0.950226258486509,-0.373538457788527,0
-0.814085572492331,-0.274804953485727,1
0.668100937269628,-0.301317116711289,0
-0.25005951570347,-0.698588645085692,1
-0.687037827912718,0.797962336335331,0
0.894793886691332,-0.546848086640239,0
0.53084543440491,0.386638268828392,1
0.931507090106606,-0.320767869707197,0
-0.368042241316289,0.730418553110212,0
0.387709516100585,0.404029499739408,1
-0.968087669461966,-0.0531833609566092,1
-0.220974711235613,-0.576621651183814,1
0.13331881724298,0.664136080536991,1
0.882194792851806,-0.12238601455465,0
-0.568361099809408,-0.0575763527303934,1
-0.482114640530199,0.442367249634117,0
0.897124957758933,-0.479744074400514,0
-0.368565695360303,-0.179461509454995,1
0.969854053575546,0.844783498439938,1
0.991569937206805,0.0808967286720872,1
-0.866409308277071,-0.557018356397748,1
-0.753670083824545,-0.138918330427259,1
0.172879226040095,-0.0437911385670304,0
0.386406828183681,-0.7753677777946,0
-0.13613769505173,-0.109982257708907,1
-0.905989422928542,0.185647411737591,0
-0.254043051507324,-0.230894398409873,1
0.983161925338209,-0.711200864054263,0
-0.0742180831730366,0.549582025036216,0
0.544413032010198,0.313764396123588,1
-0.814626183360815,0.741644097492099,0
-0.237836807500571,-0.592782065737993,1
0.0454046200029552,0.533442644402385,1
-0.910465009044856,0.844030487816781,0
-0.762888703029603,0.322935352567583,0
-0.286496111191809,0.254635436460376,0
-0.603181648999453,0.67549715610221,0
-0.614869832061231,-0.552814621478319,1
-0.188262520357966,0.200229286681861,0
0.41203553089872,-0.390953396447003,0
